customer_id,industry,company_size,total_spend,gift_frequency,average_gift_value,customer_satisfaction,preferred_gift_type
335,Manufacturing,Large,14220.43,2,58.07,4.42,"Gift Cards, Physical Gifts, Experiences"
336,Insurance,Large,2217.95,2,98.35,4.05,"Physical Gifts, Custom Gifts"
337,Manufacturing,Enterprise,33203.26,25,34.4,3.93,Gift Cards
338,Real Estate,Large,7787.83,18,70.25,3.98,Experiences
339,Finance,Medium,7987.39,18,33.49,4.24,Experiences
340,Tech,Small,69932.98,42,65.04,4.05,"Physical Gifts, Gift Cards, Experiences"
341,Retail,Enterprise,61807.61,42,75.39,3.67,"Gift Cards, Experiences, Physical Gifts"
342,Healthcare,Large,18780.55,15,46.6,4.16,"Experiences, Physical Gifts, Custom Gifts"
343,Insurance,Enterprise,73066.94,23,48.17,4.81,"Physical Gifts, Gift Cards, Experiences"
344,Retail,Large,47763.56,6,51.93,4.56,"Custom Gifts, Physical Gifts, Experiences"
345,Finance,Small,79863.42,50,32.87,4.3,"Experiences, Physical Gifts, Gift Cards"
346,Finance,Enterprise,5499.06,2,53.65,4.08,"Gift Cards, Physical Gifts, Experiences"
347,Finance,Large,192228.72,39,59.49,4.0,"Physical Gifts, Gift Cards, Experiences"
348,Retail,Enterprise,55119.46,27,89.99,4.83,"Experiences, Gift Cards, Physical Gifts"
349,Energy,Large,13698.61,38,44.58,3.94,"Gift Cards, Experiences"
350,Retail,Enterprise,28647.32,17,68.09,3.01,"Physical Gifts, Experiences"
351,Healthcare,Medium,47647.89,19,43.12,4.7,"Custom Gifts, Physical Gifts"
352,Education,Enterprise,11912.07,29,86.96,5.0,Experiences
353,Insurance,Enterprise,79666.46,11,68.88,4.48,"Physical Gifts, Experiences"
354,Real Estate,Enterprise,220125.41,15,49.93,3.97,Physical Gifts
355,Real Estate,Enterprise,35205.77,44,81.76,5.0,Gift Cards
356,Education,Medium,2779.14,50,51.99,4.2,Gift Cards
357,Manufacturing,Large,43643.29,19,73.56,3.98,"Gift Cards, Custom Gifts, Physical Gifts"
358,Insurance,Enterprise,84458.32,43,34.0,4.52,"Experiences, Physical Gifts"
359,Hospitality,Enterprise,5971.74,41,18.78,4.51,"Experiences, Custom Gifts, Gift Cards"
360,Tech,Medium,115610.59,24,35.51,4.71,Gift Cards
361,Manufacturing,Enterprise,21266.31,5,59.42,4.68,Physical Gifts
362,Real Estate,Large,48282.85,30,56.35,4.53,"Physical Gifts, Experiences, Gift Cards"
363,Retail,Small,15384.39,51,61.29,4.14,Physical Gifts
364,Hospitality,Enterprise,12535.74,46,96.06,5.0,"Custom Gifts, Experiences"
365,Energy,Large,32676.72,33,105.77,5.0,Gift Cards
366,Finance,Medium,7223.46,47,99.71,3.72,"Custom Gifts, Gift Cards"
367,Healthcare,Large,180655.54,6,67.44,4.13,"Experiences, Physical Gifts, Gift Cards"
368,Tech,Small,27304.69,31,30.99,3.17,"Custom Gifts, Experiences"
369,Hospitality,Large,21353.38,26,57.4,4.89,"Experiences, Custom Gifts"
370,Energy,Enterprise,31974.84,15,68.3,4.11,"Physical Gifts, Experiences"
371,Retail,Small,29006.01,19,160.28,4.04,"Experiences, Custom Gifts, Gift Cards"
372,Real Estate,Large,38086.99,28,46.7,5.0,Gift Cards
373,Finance,Large,13700.33,45,87.65,4.04,"Experiences, Gift Cards, Custom Gifts"
374,Education,Large,34096.68,42,77.98,4.61,Experiences
375,Insurance,Small,31663.4,10,83.26,3.33,"Custom Gifts, Experiences"
376,Hospitality,Small,68444.71,42,97.14,5.0,"Physical Gifts, Experiences"
377,Tech,Medium,17692.08,1,141.51,3.86,Experiences
378,Retail,Large,5956.33,38,69.98,4.55,"Gift Cards, Custom Gifts, Experiences"
379,Hospitality,Enterprise,7448.6,31,81.96,4.18,"Experiences, Physical Gifts, Gift Cards"
380,Real Estate,Large,56730.53,23,62.96,4.2,"Experiences, Gift Cards"
381,Real Estate,Medium,14484.49,6,56.82,4.14,"Gift Cards, Physical Gifts"
382,Finance,Small,40298.67,47,128.15,4.29,Custom Gifts
383,Real Estate,Medium,31009.89,14,83.26,3.51,"Custom Gifts, Experiences, Gift Cards"
384,Education,Large,8873.35,36,63.82,5.0,Custom Gifts
385,Tech,Enterprise,295261.36,2,50.1,3.66,Gift Cards
386,Retail,Large,9904.28,25,28.69,4.11,"Experiences, Custom Gifts"
387,Retail,Small,29329.39,47,132.53,4.8,Physical Gifts
388,Manufacturing,Medium,6630.21,49,136.38,4.28,Custom Gifts
389,Retail,Medium,26903.73,40,83.77,4.7,"Physical Gifts, Custom Gifts"
390,Retail,Enterprise,9693.92,37,43.05,4.29,"Experiences, Custom Gifts"
391,Hospitality,Large,19857.26,17,96.91,3.67,"Physical Gifts, Custom Gifts"
392,Finance,Enterprise,50351.43,31,52.48,4.23,Experiences
393,Hospitality,Large,87332.8,48,39.42,4.69,Custom Gifts
394,Energy,Enterprise,51997.25,48,48.19,5.0,"Custom Gifts, Physical Gifts, Experiences"
395,Manufacturing,Medium,47109.95,22,59.59,4.08,"Physical Gifts, Gift Cards, Experiences"
396,Education,Small,20607.06,35,30.08,4.18,"Physical Gifts, Gift Cards"
397,Hospitality,Medium,39533.83,35,49.09,4.44,Experiences
398,Insurance,Large,49671.3,21,41.52,4.15,"Custom Gifts, Experiences"
399,Hospitality,Medium,9108.91,43,24.73,5.0,"Physical Gifts, Gift Cards, Custom Gifts"
400,Insurance,Large,20627.01,4,30.05,4.42,"Experiences, Physical Gifts"
401,Healthcare,Medium,15703.28,11,56.77,3.59,"Gift Cards, Experiences"
402,Manufacturing,Large,22407.73,50,39.44,4.82,"Custom Gifts, Gift Cards, Physical Gifts"
403,Education,Medium,22290.88,8,57.48,3.68,"Gift Cards, Experiences, Physical Gifts"
404,Real Estate,Small,14944.28,20,59.95,3.5,"Experiences, Gift Cards, Custom Gifts"
405,Real Estate,Small,5332.41,30,72.67,4.04,"Physical Gifts, Experiences, Gift Cards"
406,Healthcare,Medium,13625.39,42,60.06,4.48,"Physical Gifts, Custom Gifts, Experiences"
407,Healthcare,Small,20059.87,17,86.24,4.21,"Gift Cards, Physical Gifts"
408,Finance,Medium,68251.4,42,69.53,4.68,Custom Gifts
409,Education,Small,14708.34,11,39.01,4.35,"Physical Gifts, Gift Cards"
410,Tech,Large,22481.8,5,109.95,4.4,Custom Gifts
411,Real Estate,Enterprise,31242.13,48,76.13,4.16,Custom Gifts
412,Tech,Large,10302.46,10,88.51,4.04,"Gift Cards, Custom Gifts"
413,Retail,Enterprise,33705.7,3,49.63,3.24,Gift Cards
414,Education,Large,17574.53,2,43.39,2.77,"Gift Cards, Custom Gifts"
415,Energy,Enterprise,57948.95,6,29.54,4.38,"Experiences, Gift Cards, Physical Gifts"
416,Retail,Medium,108102.88,12,73.77,3.32,Physical Gifts
417,Finance,Medium,22482.84,6,24.03,3.49,"Gift Cards, Physical Gifts"
418,Education,Enterprise,31626.82,15,66.98,4.15,"Custom Gifts, Experiences"
419,Education,Small,36298.94,51,22.83,3.86,Physical Gifts
420,Energy,Enterprise,21116.98,12,65.08,4.31,Custom Gifts
421,Hospitality,Enterprise,20996.55,39,16.55,3.99,Physical Gifts
422,Retail,Large,22909.3,28,47.14,4.17,Custom Gifts
423,Education,Large,11122.52,1,56.29,3.13,"Gift Cards, Experiences, Custom Gifts"
424,Real Estate,Medium,26091.66,51,35.82,4.06,Physical Gifts
425,Education,Enterprise,89221.1,27,62.49,4.28,"Gift Cards, Custom Gifts, Physical Gifts"
426,Finance,Medium,213398.49,2,67.4,4.44,"Physical Gifts, Custom Gifts"
427,Real Estate,Medium,98339.96,43,116.5,4.61,Custom Gifts
428,Hospitality,Medium,11692.1,29,163.5,5.0,"Experiences, Custom Gifts"
429,Retail,Small,40465.58,28,37.39,4.54,"Physical Gifts, Experiences, Gift Cards"
430,Retail,Medium,11700.64,25,86.19,4.13,"Custom Gifts, Gift Cards"
431,Manufacturing,Medium,4956.74,49,35.03,4.08,"Physical Gifts, Experiences"
432,Hospitality,Enterprise,123336.83,31,114.46,4.91,"Custom Gifts, Experiences, Gift Cards"
433,Manufacturing,Small,70351.78,47,66.06,4.79,"Gift Cards, Experiences"
434,Retail,Large,33956.12,32,19.89,5.0,"Gift Cards, Physical Gifts"
435,Education,Small,53459.14,24,35.61,4.35,Experiences
436,Tech,Small,22270.66,5,54.97,3.11,"Custom Gifts, Physical Gifts"
437,Healthcare,Small,9069.51,39,20.24,4.57,"Physical Gifts, Gift Cards, Custom Gifts"
438,Hospitality,Large,33831.24,45,285.47,4.25,Gift Cards
439,Finance,Medium,6111.65,3,82.49,5.0,"Physical Gifts, Experiences, Gift Cards"
440,Finance,Medium,37062.91,6,76.26,4.42,"Custom Gifts, Experiences, Gift Cards"
441,Real Estate,Enterprise,26378.3,7,74.35,4.32,"Physical Gifts, Custom Gifts"
442,Manufacturing,Enterprise,41048.19,19,106.86,4.56,"Experiences, Physical Gifts, Custom Gifts"
443,Education,Medium,94063.66,29,45.8,4.0,"Physical Gifts, Experiences"
444,Hospitality,Medium,69756.59,4,65.98,4.14,"Gift Cards, Custom Gifts"
445,Finance,Small,5260.36,11,58.2,4.26,"Experiences, Custom Gifts"
446,Healthcare,Enterprise,33910.25,4,182.18,3.95,"Gift Cards, Physical Gifts, Experiences"
447,Energy,Large,65901.93,1,65.87,4.51,"Experiences, Physical Gifts, Custom Gifts"
448,Healthcare,Enterprise,47067.47,2,37.48,3.78,"Custom Gifts, Physical Gifts"
449,Energy,Small,90718.86,19,74.47,4.33,"Experiences, Physical Gifts"
450,Manufacturing,Large,12986.76,37,40.9,4.84,Gift Cards
451,Education,Small,25496.47,9,53.33,4.27,"Experiences, Physical Gifts, Custom Gifts"
452,Tech,Small,10523.61,13,129.95,4.31,"Physical Gifts, Experiences, Gift Cards"
453,Healthcare,Small,9015.44,16,98.43,3.4,"Physical Gifts, Custom Gifts, Gift Cards"
454,Tech,Medium,17309.67,17,79.44,3.66,"Physical Gifts, Experiences"
455,Finance,Large,77212.94,10,27.22,3.21,Physical Gifts
456,Education,Enterprise,54025.63,17,76.9,3.81,"Experiences, Custom Gifts"
457,Tech,Large,10686.24,40,75.49,4.62,Gift Cards
458,Energy,Large,5669.12,37,53.42,3.78,Physical Gifts
459,Finance,Medium,41126.57,12,41.5,4.43,Experiences
460,Healthcare,Medium,33226.62,38,58.84,4.91,Gift Cards
461,Education,Large,32049.65,44,84.05,5.0,"Physical Gifts, Experiences, Custom Gifts"
462,Real Estate,Small,1703.25,35,50.5,4.74,Experiences
463,Insurance,Large,38428.72,18,60.44,2.89,"Gift Cards, Custom Gifts, Experiences"
464,Insurance,Large,21113.71,21,28.08,4.0,Physical Gifts
465,Education,Small,20216.4,49,27.68,4.56,"Physical Gifts, Gift Cards, Custom Gifts"
466,Tech,Medium,25626.45,45,70.49,5.0,"Custom Gifts, Physical Gifts"
467,Insurance,Medium,17923.2,14,67.71,3.5,"Physical Gifts, Custom Gifts"
468,Finance,Enterprise,39851.98,4,56.35,3.8,Custom Gifts
469,Hospitality,Small,89548.59,17,81.37,3.7,"Gift Cards, Experiences, Custom Gifts"
470,Education,Large,6807.8,45,45.71,5.0,"Gift Cards, Experiences, Custom Gifts"
471,Real Estate,Small,12558.31,17,51.71,3.41,"Gift Cards, Experiences"
472,Healthcare,Small,5660.78,50,49.48,3.56,"Physical Gifts, Experiences, Gift Cards"
473,Education,Large,6000.8,30,78.93,4.57,"Experiences, Custom Gifts, Gift Cards"
474,Energy,Large,13634.1,2,22.71,4.18,"Custom Gifts, Physical Gifts"
475,Healthcare,Small,9798.42,28,58.86,4.12,"Experiences, Physical Gifts, Custom Gifts"
476,Manufacturing,Medium,5463.99,19,148.68,3.46,Custom Gifts
477,Tech,Enterprise,95941.6,48,179.56,5.0,"Custom Gifts, Physical Gifts"
478,Finance,Enterprise,25007.56,8,47.74,4.56,Custom Gifts
479,Manufacturing,Enterprise,15900.13,46,63.9,3.89,"Custom Gifts, Physical Gifts"
480,Energy,Enterprise,93857.63,40,67.86,4.25,Physical Gifts
481,Finance,Medium,16718.55,42,23.49,3.58,Physical Gifts
482,Real Estate,Large,48426.27,14,80.62,3.92,"Physical Gifts, Experiences"
483,Energy,Small,40479.69,50,77.2,4.7,Physical Gifts
484,Finance,Medium,48060.48,12,76.04,4.38,"Physical Gifts, Experiences"
485,Insurance,Small,7063.97,25,58.84,3.91,Experiences
486,Energy,Small,14581.07,34,53.08,4.44,Custom Gifts
487,Manufacturing,Large,63808.16,17,41.3,3.05,"Gift Cards, Physical Gifts"
488,Retail,Large,36343.28,17,86.99,3.91,"Gift Cards, Physical Gifts"
489,Real Estate,Enterprise,19686.83,28,95.26,3.8,"Gift Cards, Experiences"
490,Real Estate,Large,38030.59,42,37.5,3.96,"Experiences, Gift Cards"
491,Hospitality,Large,18730.54,22,34.07,4.42,Gift Cards
492,Tech,Small,5896.21,27,47.38,5.0,"Custom Gifts, Physical Gifts, Gift Cards"
493,Retail,Large,67302.76,5,37.49,4.45,"Experiences, Gift Cards, Physical Gifts"
494,Healthcare,Medium,11479.63,8,61.4,5.0,Experiences
495,Retail,Medium,11176.55,8,60.58,4.12,"Gift Cards, Physical Gifts, Custom Gifts"
496,Real Estate,Medium,11805.39,10,52.35,4.46,Physical Gifts
497,Tech,Enterprise,146386.22,40,96.5,4.89,"Custom Gifts, Gift Cards, Physical Gifts"
498,Retail,Small,8923.37,6,82.04,4.08,Physical Gifts
499,Energy,Small,140236.16,22,52.83,3.75,"Gift Cards, Experiences, Physical Gifts"
500,Real Estate,Small,64603.1,17,59.67,4.05,"Experiences, Custom Gifts, Gift Cards"
501,Hospitality,Small,21436.09,47,63.8,5.0,Gift Cards
502,Healthcare,Small,20660.61,29,95.88,3.9,"Custom Gifts, Physical Gifts"
503,Real Estate,Small,51629.37,43,27.27,5.0,"Experiences, Custom Gifts, Gift Cards"
504,Manufacturing,Enterprise,29772.19,6,35.85,3.83,Custom Gifts
505,Manufacturing,Medium,43563.91,22,60.27,4.22,"Experiences, Physical Gifts, Custom Gifts"
506,Retail,Small,22861.3,43,67.09,3.92,"Gift Cards, Physical Gifts"
507,Hospitality,Enterprise,4656.59,42,56.75,3.83,"Custom Gifts, Gift Cards, Physical Gifts"
508,Insurance,Large,13332.49,2,64.26,3.06,"Experiences, Custom Gifts, Physical Gifts"
509,Energy,Medium,6301.89,32,26.69,5.0,"Gift Cards, Physical Gifts, Custom Gifts"
510,Retail,Small,21056.49,2,29.99,3.33,"Physical Gifts, Gift Cards"
511,Hospitality,Large,33138.03,38,22.85,4.39,Physical Gifts
512,Finance,Large,19919.34,6,82.21,3.63,"Gift Cards, Custom Gifts, Physical Gifts"
513,Healthcare,Large,8082.01,33,46.61,4.18,"Physical Gifts, Gift Cards, Custom Gifts"
514,Retail,Medium,26860.94,13,64.89,4.09,"Gift Cards, Experiences"
515,Energy,Enterprise,13544.53,13,47.07,4.12,Gift Cards
516,Retail,Small,20741.85,47,54.32,4.26,"Experiences, Custom Gifts"
517,Hospitality,Medium,81754.54,25,124.68,4.32,"Gift Cards, Custom Gifts"
518,Tech,Large,16575.92,3,41.28,4.41,Custom Gifts
519,Energy,Small,16956.17,26,21.33,4.15,"Physical Gifts, Custom Gifts, Gift Cards"
520,Finance,Medium,51815.64,25,49.44,3.14,Experiences
521,Tech,Enterprise,6438.93,21,16.02,3.31,"Gift Cards, Custom Gifts"
522,Insurance,Medium,71285.27,17,94.54,5.0,"Gift Cards, Experiences, Custom Gifts"
523,Healthcare,Small,10172.43,25,21.32,4.51,"Gift Cards, Physical Gifts"
524,Hospitality,Large,73355.22,9,76.81,4.58,"Custom Gifts, Experiences, Gift Cards"
525,Retail,Small,17805.83,37,48.98,4.49,Experiences
526,Healthcare,Medium,51853.28,41,35.11,4.77,"Gift Cards, Custom Gifts, Experiences"
527,Retail,Small,54358.2,18,56.26,5.0,"Gift Cards, Physical Gifts, Experiences"
528,Energy,Medium,65075.77,11,32.29,3.31,"Experiences, Gift Cards"
529,Retail,Small,103732.21,21,132.21,4.26,"Physical Gifts, Custom Gifts"
530,Real Estate,Enterprise,57370.1,40,101.89,3.9,"Physical Gifts, Experiences"
531,Hospitality,Large,21604.51,21,200.11,2.88,"Gift Cards, Experiences"
532,Tech,Enterprise,36058.8,27,67.52,4.8,"Gift Cards, Experiences"
533,Real Estate,Small,2221.68,39,20.05,4.44,"Physical Gifts, Experiences, Custom Gifts"
534,Retail,Large,4805.66,28,35.07,4.88,"Gift Cards, Physical Gifts, Experiences"
535,Hospitality,Large,40066.04,3,58.9,4.2,"Gift Cards, Physical Gifts"
536,Healthcare,Enterprise,16738.3,17,33.52,3.95,"Custom Gifts, Physical Gifts"
537,Education,Enterprise,17775.93,50,47.96,4.07,"Gift Cards, Custom Gifts, Experiences"
538,Retail,Enterprise,7987.11,28,46.69,4.48,"Custom Gifts, Experiences"
539,Real Estate,Large,68440.18,10,56.36,3.96,Gift Cards
540,Manufacturing,Medium,33284.27,47,144.01,4.27,"Custom Gifts, Physical Gifts, Gift Cards"
541,Energy,Enterprise,27866.55,27,161.05,5.0,"Custom Gifts, Experiences, Gift Cards"
542,Insurance,Small,319735.11,51,48.5,3.87,"Physical Gifts, Experiences"
543,Finance,Large,5800.0,25,61.8,3.44,Custom Gifts
544,Insurance,Medium,5780.35,6,15.07,3.28,Custom Gifts
545,Manufacturing,Enterprise,6069.5,8,58.03,4.25,Physical Gifts
546,Healthcare,Medium,28826.44,48,62.34,5.0,"Experiences, Gift Cards, Physical Gifts"
547,Finance,Medium,17189.5,17,17.6,2.65,Experiences
548,Energy,Large,96666.2,25,54.98,3.45,"Custom Gifts, Physical Gifts"
549,Education,Small,43913.74,22,96.52,3.61,"Gift Cards, Custom Gifts"
550,Insurance,Medium,168443.36,6,64.18,3.84,"Custom Gifts, Physical Gifts"
551,Manufacturing,Enterprise,26936.57,35,67.76,3.86,"Experiences, Custom Gifts, Physical Gifts"
552,Education,Medium,21197.63,29,81.21,4.52,"Physical Gifts, Custom Gifts"
553,Finance,Large,7779.4,33,50.78,4.83,"Custom Gifts, Physical Gifts"
554,Healthcare,Large,16761.01,41,20.64,5.0,"Experiences, Custom Gifts"
555,Insurance,Large,6180.4,29,56.04,5.0,"Experiences, Physical Gifts"
556,Finance,Large,13775.19,14,88.54,4.73,"Experiences, Gift Cards"
557,Finance,Enterprise,45279.05,37,56.64,4.22,Custom Gifts
558,Healthcare,Small,34525.29,2,46.62,4.82,"Gift Cards, Custom Gifts"
559,Retail,Medium,18456.1,38,50.88,3.57,"Experiences, Custom Gifts"
560,Hospitality,Small,40493.37,28,39.49,4.31,"Physical Gifts, Experiences, Gift Cards"
561,Insurance,Small,12053.38,35,115.38,4.22,Custom Gifts
562,Tech,Small,15156.42,51,121.83,4.7,"Physical Gifts, Custom Gifts, Experiences"
563,Tech,Enterprise,175116.14,11,31.83,4.01,"Physical Gifts, Experiences"
564,Education,Small,12252.87,39,75.29,3.88,"Experiences, Gift Cards"
565,Real Estate,Medium,12878.52,45,50.35,4.15,"Gift Cards, Experiences, Custom Gifts"
566,Real Estate,Small,10901.28,41,48.35,5.0,"Physical Gifts, Experiences, Gift Cards"
567,Tech,Medium,6751.08,6,71.07,4.73,"Gift Cards, Custom Gifts, Experiences"
568,Tech,Enterprise,111286.04,43,114.2,3.96,"Experiences, Custom Gifts"
569,Healthcare,Large,20534.4,2,50.34,3.81,Custom Gifts
570,Energy,Medium,24693.22,34,59.16,4.58,Physical Gifts
571,Manufacturing,Medium,106291.56,44,59.72,3.48,"Physical Gifts, Gift Cards"
572,Hospitality,Large,7578.71,50,40.06,4.9,Experiences
573,Education,Small,9185.97,32,21.11,4.42,Custom Gifts
574,Manufacturing,Medium,12519.16,2,76.78,4.41,"Custom Gifts, Experiences, Physical Gifts"
575,Retail,Small,14232.93,17,39.59,4.41,Gift Cards
576,Tech,Medium,13275.09,34,116.41,4.3,Physical Gifts
577,Hospitality,Enterprise,39889.88,22,40.7,4.19,Physical Gifts
578,Manufacturing,Medium,6576.37,18,48.44,4.35,"Physical Gifts, Gift Cards"
579,Healthcare,Small,3755.95,26,31.22,4.12,Experiences
580,Energy,Small,13782.61,35,60.57,3.95,"Gift Cards, Custom Gifts"
581,Healthcare,Large,11240.44,49,78.13,4.51,"Gift Cards, Custom Gifts, Experiences"
582,Retail,Enterprise,32002.99,45,97.88,5.0,"Custom Gifts, Physical Gifts"
583,Insurance,Small,35765.19,43,50.04,5.0,Physical Gifts
584,Finance,Medium,40616.02,2,55.56,3.19,Experiences
585,Hospitality,Enterprise,86312.08,24,31.27,3.79,"Gift Cards, Physical Gifts"
586,Finance,Small,22854.84,44,123.94,4.52,"Gift Cards, Physical Gifts, Custom Gifts"
587,Hospitality,Medium,23801.76,39,35.96,3.9,"Custom Gifts, Physical Gifts, Gift Cards"
588,Healthcare,Enterprise,51294.73,2,49.46,4.79,"Custom Gifts, Physical Gifts"
589,Insurance,Small,10412.56,17,55.36,5.0,"Custom Gifts, Experiences"
590,Insurance,Large,20443.79,10,157.94,4.47,Custom Gifts
591,Real Estate,Small,10650.18,28,63.88,4.73,Custom Gifts
592,Hospitality,Medium,5273.65,42,47.3,5.0,"Physical Gifts, Custom Gifts"
593,Manufacturing,Medium,57064.49,34,61.75,4.04,"Experiences, Gift Cards, Custom Gifts"
594,Energy,Medium,50565.24,27,127.47,4.86,Custom Gifts
595,Insurance,Medium,994.17,41,104.58,5.0,"Experiences, Custom Gifts"
596,Hospitality,Large,11148.9,9,82.78,3.59,Physical Gifts
597,Education,Enterprise,34580.11,11,95.27,3.74,"Experiences, Gift Cards, Custom Gifts"
598,Education,Enterprise,28306.71,25,36.3,4.56,Gift Cards
599,Retail,Enterprise,73596.56,25,32.99,3.89,"Custom Gifts, Physical Gifts"
600,Energy,Medium,25301.46,41,22.03,3.77,"Custom Gifts, Experiences"
601,Healthcare,Medium,11178.02,6,46.65,4.16,Experiences
602,Hospitality,Medium,60637.11,29,101.01,4.69,"Experiences, Custom Gifts"
603,Tech,Enterprise,64818.84,25,78.49,4.24,Custom Gifts
604,Education,Large,26877.81,49,232.39,4.3,Custom Gifts
605,Hospitality,Medium,26221.17,15,39.44,3.98,Physical Gifts
606,Real Estate,Large,29652.69,14,34.15,4.27,Custom Gifts
607,Insurance,Medium,113327.44,50,92.23,3.31,"Custom Gifts, Gift Cards"
608,Real Estate,Medium,16920.12,2,75.39,3.15,"Experiences, Physical Gifts"
609,Finance,Small,18477.73,44,58.68,4.31,Custom Gifts
610,Education,Enterprise,27084.22,10,139.0,4.78,"Custom Gifts, Experiences"
611,Real Estate,Small,24676.54,4,118.32,2.6,Physical Gifts
612,Education,Small,80353.99,26,79.26,4.64,"Physical Gifts, Custom Gifts, Experiences"
613,Education,Small,53827.59,49,16.98,4.92,"Custom Gifts, Gift Cards"
614,Finance,Medium,21003.48,18,31.33,3.79,"Gift Cards, Experiences"
615,Manufacturing,Enterprise,10874.85,40,96.27,4.3,"Physical Gifts, Gift Cards, Custom Gifts"
616,Tech,Medium,33544.07,46,145.47,3.68,Physical Gifts
617,Tech,Enterprise,9215.92,47,27.57,4.18,"Custom Gifts, Experiences"
618,Healthcare,Large,205060.09,1,36.8,3.73,Custom Gifts
619,Retail,Large,241046.97,37,46.73,4.49,"Physical Gifts, Gift Cards"
620,Real Estate,Small,7716.31,20,51.04,3.72,"Physical Gifts, Experiences"
621,Retail,Medium,2696.75,45,68.52,3.27,"Physical Gifts, Experiences, Gift Cards"
622,Insurance,Enterprise,16573.97,51,109.05,4.44,Physical Gifts
623,Tech,Large,10388.24,25,108.92,3.96,"Experiences, Custom Gifts, Gift Cards"
624,Hospitality,Large,2245.19,15,30.17,3.84,"Physical Gifts, Gift Cards"
625,Tech,Large,10785.21,45,32.69,3.84,"Gift Cards, Experiences"
626,Tech,Medium,3666.96,22,109.94,3.7,Custom Gifts
627,Education,Enterprise,7780.59,36,54.49,4.48,"Experiences, Gift Cards"
628,Education,Enterprise,55585.73,21,18.6,4.13,"Custom Gifts, Physical Gifts, Experiences"
629,Finance,Enterprise,389439.71,29,53.26,4.1,"Gift Cards, Custom Gifts, Experiences"
630,Education,Large,3285.02,18,32.49,4.11,"Physical Gifts, Gift Cards"
631,Real Estate,Medium,14049.15,26,54.19,3.56,"Custom Gifts, Physical Gifts, Gift Cards"
632,Healthcare,Small,2659.46,22,20.35,4.3,"Custom Gifts, Physical Gifts, Experiences"
633,Healthcare,Enterprise,37175.98,12,14.79,4.28,"Gift Cards, Experiences, Physical Gifts"
634,Insurance,Small,3408.15,35,67.15,4.31,Custom Gifts
635,Hospitality,Small,15855.01,37,25.95,5.0,Custom Gifts
636,Energy,Large,67086.96,48,50.58,4.31,"Physical Gifts, Custom Gifts, Gift Cards"
637,Insurance,Small,17952.5,47,41.13,5.0,"Gift Cards, Custom Gifts"
638,Retail,Medium,23228.31,24,43.13,4.08,"Experiences, Physical Gifts, Gift Cards"
639,Healthcare,Small,5038.97,3,54.59,3.4,Gift Cards
640,Manufacturing,Medium,43334.16,43,50.46,4.44,Gift Cards
641,Healthcare,Medium,3017.28,45,73.85,3.9,"Physical Gifts, Experiences, Custom Gifts"
642,Energy,Medium,43193.38,5,99.11,3.76,"Gift Cards, Physical Gifts, Custom Gifts"
643,Insurance,Medium,28546.42,37,60.74,3.76,Gift Cards
644,Healthcare,Large,75765.57,51,46.37,3.83,Experiences
645,Insurance,Large,13922.43,17,81.33,3.63,Physical Gifts
646,Hospitality,Enterprise,175387.41,51,29.03,3.95,"Physical Gifts, Experiences"
647,Insurance,Medium,14252.43,9,39.87,4.99,"Gift Cards, Experiences, Physical Gifts"
648,Finance,Enterprise,32865.5,32,70.71,4.29,"Physical Gifts, Custom Gifts"
649,Education,Medium,11661.55,26,74.94,3.96,Experiences
650,Education,Small,54726.37,19,93.4,4.75,Gift Cards
651,Manufacturing,Small,27581.22,24,149.35,3.9,Custom Gifts
652,Education,Enterprise,89452.2,27,35.98,3.99,Physical Gifts
653,Insurance,Enterprise,18437.58,8,43.22,3.31,"Physical Gifts, Gift Cards"
654,Energy,Small,53331.7,10,97.78,3.7,"Experiences, Gift Cards, Physical Gifts"
655,Insurance,Large,42043.06,5,64.02,4.13,Physical Gifts
656,Hospitality,Medium,133395.35,5,28.33,4.18,Gift Cards
657,Hospitality,Small,27180.87,6,139.25,4.42,"Physical Gifts, Gift Cards"
658,Hospitality,Small,26887.13,44,53.27,5.0,"Physical Gifts, Experiences"
659,Real Estate,Medium,32698.71,28,78.22,4.36,"Gift Cards, Experiences, Physical Gifts"
660,Real Estate,Enterprise,114192.91,39,18.55,4.65,Custom Gifts
661,Real Estate,Large,18256.03,22,61.82,4.21,"Custom Gifts, Gift Cards"
662,Education,Enterprise,16905.54,8,33.09,3.62,"Gift Cards, Physical Gifts, Experiences"
663,Manufacturing,Enterprise,50153.58,35,64.5,4.93,"Custom Gifts, Experiences, Physical Gifts"
664,Tech,Medium,135957.76,8,41.32,3.08,"Experiences, Physical Gifts, Gift Cards"
665,Manufacturing,Small,23256.97,35,100.09,4.12,Custom Gifts
666,Insurance,Small,22380.65,36,36.65,4.6,Gift Cards
667,Finance,Medium,30096.71,9,72.28,4.15,Gift Cards
668,Energy,Medium,26283.89,1,34.92,4.48,"Gift Cards, Physical Gifts"
669,Tech,Small,41720.02,12,47.91,4.17,"Gift Cards, Custom Gifts"
670,Healthcare,Medium,11671.57,41,47.2,4.84,Gift Cards
671,Hospitality,Medium,17941.75,20,39.28,3.9,"Physical Gifts, Experiences, Custom Gifts"
672,Finance,Large,364790.12,15,47.4,3.72,"Custom Gifts, Physical Gifts, Experiences"
673,Finance,Small,21445.57,3,60.84,4.02,Experiences
